44.984644  34.006662  0.069646  0.070357    -0.281994
129.599372  25.355613  0.080797  0.771302    0.048206
348.646631  44.475181  0.045408  0.415905    0.146890
159.527412  70.904732  0.016474  0.308312    -0.006068
390.725752  37.709615  0.079075  0.966290    0.005414
92.011042  56.901969  0.027814  0.701665    0.006714
285.376058  15.807942  0.010850  0.720935    0.000944
126.791173  29.271792  0.015328  0.213307    0.012975
374.584979  23.361092  0.072197  0.647211    0.120238
43.408272  64.671699  0.083977  0.499678    -0.032006
357.173903  23.412696  0.002489  0.940552    0.000071
56.274826  43.032594  0.045901  0.411695    -0.027786
188.262835  60.082954  0.016170  0.179336    0.019785
68.558948  85.766356  0.083991  0.195306    0.239940
13.440081  5.021209  0.076453  0.489068    -0.009482
126.284083  19.496108  0.041356  0.922068    0.022963
260.693306  10.310720  0.035001  0.725551    0.043965
64.538832  28.892481  0.048375  0.008989    1.617773
350.969547  40.151193  0.046723  0.471355    -0.162659
24.604884  61.938199  0.052024  0.285763    -0.023200
261.263873  26.950049  0.014847  0.089756    -0.030956
343.896569  86.773211  0.095677  0.402332    -0.548812
367.089571  6.172342  0.051969  0.745387    -0.029812
24.548044  44.138584  0.060898  0.851549    0.003351
250.210795  24.756700  0.093088  0.730497    -0.206693
278.249539  59.619417  0.053314  0.504570    -0.022563
123.068411  22.547088  0.003312  0.281398    0.000438
83.974916  2.591100  0.059354  0.714990    -0.037608
29.823582  32.362907  0.063944  0.321034    0.036716
346.856675  42.969933  0.060517  0.128228    -0.907574
240.739618  74.610708  0.033746  0.717135    -0.038969
281.119527  81.337336  0.047042  0.368983    -0.109151
15.896527  37.091713  0.072009  0.314367    -0.025052
214.299097  42.636153  0.041142  0.578468    -0.027764
242.418203  24.683249  0.057557  0.226053    -0.283454
83.526685  25.953458  0.086763  0.865201    0.073897
235.805746  28.030189  0.006643  0.870344    -0.000572
168.277183  16.004457  0.086099  0.032414    2.192351
191.968407  69.398182  0.061811  0.775647    0.051713
25.332269  41.823158  0.071354  0.466200    0.026040
294.010775  2.806730  0.039176  0.157697    -0.181071
167.736883  21.467477  0.035520  0.211728    -0.088244
348.211708  88.886123  0.064970  0.894728    0.161293
319.914313  88.880464  0.021362  0.795960    0.018063
278.827425  21.273335  0.012263  0.850706    -0.004979
53.117540  62.245375  0.066967  0.037142    -0.602721
147.679119  8.590189  0.006784  0.610119    -0.001130
284.263295  87.861176  0.060118  0.779561    -0.027589
170.701626  4.640747  0.081664  0.804142    0.020607
285.246001  3.000515  0.057184  0.992694    -0.026668
