367.338122  28.690884  0.045453  0.606839    0.094340
8.683723  71.967719  0.063582  0.399694    -0.004890
270.091890  70.705493  0.094975  0.778471    -0.012540
81.379892  2.375551  0.001386  0.158061    -0.000101
385.959781  73.772560  0.064343  0.750195    0.023778
318.054982  14.296621  0.071549  0.851214    -0.061134
367.849968  0.969361  0.073343  0.783892    0.240095
34.905185  74.573322  0.064872  0.669992    -0.022280
327.080976  50.605044  0.029143  0.554497    0.032076
198.535372  53.287637  0.017685  0.013980    -0.107124
104.817904  5.697285  0.012731  0.193577    -0.008243
10.243244  27.735371  0.054536  0.054557    -0.050147
396.910227  53.016825  0.080029  0.388370    -0.469486
23.039298  73.268435  0.090730  0.325722    0.053373
373.498922  79.037892  0.069238  0.006793    22.553399
381.716633  67.953837  0.007174  0.590847    -0.002476
241.627806  43.456909  0.049891  0.950347    -0.055985
213.400880  73.905502  0.071408  0.496570    -0.034738
116.731489  18.818764  0.004402  0.336529    -0.000042
274.377588  53.207984  0.009497  0.784120    -0.001248
23.108454  54.784618  0.042624  0.724851    0.002226
80.983135  75.792279  0.049190  0.195687    0.072374
90.053431  54.720799  0.014715  0.768625    0.001272
164.996964  71.381040  0.035172  0.815142    -0.025111
143.998722  44.544670  0.085113  0.727154    0.131929
195.515872  73.978582  0.084820  0.814729    -0.052398
313.784673  72.578951  0.049839  0.693549    0.068840
68.260387  36.888413  0.063027  0.775075    -0.035617
297.011334  15.689570  0.098345  0.213923    -0.050344
43.533343  35.625966  0.006544  0.956992    0.000168
126.501191  55.785336  0.041206  0.544475    -0.040175
307.248025  13.071741  0.015906  0.503030    0.013346
187.343493  32.939884  0.031021  0.453031    0.003795
173.593431  71.933563  0.004027  0.586026    -0.000295
85.936319  88.161808  0.065156  0.444264    0.032168
181.857036  74.773204  0.091541  0.786282    -0.187489
341.783242  32.927269  0.042907  0.305853    0.024877
339.123948  0.088167  0.060715  0.472264    0.047335
312.909365  60.626207  0.061763  0.925697    0.125531
258.865258  41.205840  0.020760  0.051797    0.146461
374.342371  29.233626  0.016260  0.601066    0.015779
175.353366  72.820263  0.065021  0.974873    0.070017
321.005946  39.751090  0.036315  0.541237    -0.065425
11.467397  65.064161  0.027275  0.996806    -0.000846
3.683655  83.792855  0.016506  0.751254    -0.000120
275.620794  61.644295  0.093546  0.067637    -2.521224
219.587790  47.551517  0.077471  0.313120    0.323819
117.913700  78.210700  0.098078  0.409340    -0.172786
338.361463  74.865972  0.078087  0.682774    -0.269388
152.847721  51.316896  0.033341  0.234666    0.063604
